session_id,early_events,early_product_views,early_unique_categories,early_event_types,device_type,traffic_source,region,early_duration_min,converted
S04959,2,2,1,1,Desktop,Paid Search,Central,0.8833333333333333,0
S04960,2,2,1,1,Mobile,Social,Central,2.0166666666666666,0
S04961,5,5,2,1,Mobile,Direct,West,4.883333333333334,0
S04962,2,2,1,1,Desktop,Email,West,1.9,0
S04963,2,2,2,1,Desktop,Email,West,2.4,1
S04964,3,3,1,1,Mobile,Direct,West,4.183333333333334,0
S04965,2,2,1,1,Mobile,Referral,Central,0.8833333333333333,0
S04966,4,4,1,1,Desktop,Organic Search,West,4.6,0
S04967,3,3,1,1,Tablet,Organic Search,East,3.25,0
S04968,4,2,1,3,Mobile,Paid Search,South,4.966666666666667,1
S04969,1,1,1,1,Tablet,Paid Search,West,0.0,0
S04970,4,3,1,2,Mobile,Organic Search,East,3.0,0
S04971,2,2,1,1,Mobile,Direct,South,1.4166666666666667,0
S04972,3,3,2,1,Tablet,Referral,Central,4.45,0
S04973,1,1,1,1,Mobile,Organic Search,West,0.0,0
S04974,1,1,1,1,Mobile,Paid Search,Central,0.0,0
S04975,3,3,2,1,Desktop,Social,North,2.35,0
S04976,2,2,1,1,Mobile,Email,West,2.7333333333333334,0
S04977,3,3,1,1,Desktop,Referral,South,3.1166666666666667,0
S04978,2,2,1,1,Desktop,Social,Central,0.9166666666666666,0
S04979,3,3,1,1,Desktop,Email,North,3.966666666666667,0
S04980,2,2,2,1,Desktop,Paid Search,West,0.95,0
S04981,3,3,1,1,Tablet,Paid Search,West,3.4,0
S04982,4,4,1,1,Desktop,Paid Search,South,4.416666666666667,1
S04983,2,2,1,1,Mobile,Social,Central,1.2833333333333334,0
S04984,3,3,2,1,Mobile,Direct,Central,2.95,0
S04985,3,3,1,1,Mobile,Direct,South,3.15,0
S04986,1,1,1,1,Desktop,Organic Search,North,0.0,0
S04987,3,3,2,1,Mobile,Organic Search,South,2.933333333333333,0
S04988,2,2,2,1,Mobile,Organic Search,South,1.2666666666666666,0
S04989,1,1,1,1,Mobile,Social,Central,0.0,0
S04990,2,2,1,1,Mobile,Paid Search,Central,0.5,0
S04991,4,4,2,1,Tablet,Paid Search,North,3.566666666666667,0
S04992,2,1,1,2,Mobile,Paid Search,East,1.05,0
S04993,2,2,1,1,Desktop,Social,East,2.5166666666666666,0
S04994,1,1,1,1,Mobile,Email,North,0.0,0
S04995,4,4,1,1,Desktop,Social,South,4.133333333333334,0
S04996,5,5,2,1,Tablet,Direct,South,3.283333333333333,0
S04997,3,3,2,1,Desktop,Referral,East,3.3833333333333333,0
S04998,2,2,1,1,Desktop,Paid Search,West,0.45,0
S04999,1,1,1,1,Mobile,Direct,West,0.0,0
S05000,5,5,2,1,Mobile,Paid Search,North,4.833333333333333,0
S05001,2,2,1,1,Mobile,Paid Search,Central,1.7166666666666666,0
S05002,2,2,1,1,Mobile,Organic Search,West,1.3666666666666667,0
S05003,4,3,1,2,Mobile,Paid Search,Central,4.3,1
S05004,3,3,1,1,Desktop,Direct,East,2.3333333333333335,0
S05005,4,4,2,1,Mobile,Organic Search,Central,3.9,0
S05006,1,1,1,1,Desktop,Referral,Central,0.0,0
S05007,2,2,2,1,Mobile,Paid Search,East,2.8666666666666667,0
S05008,4,4,2,1,Mobile,Social,South,4.416666666666667,0
S05009,3,2,1,2,Desktop,Paid Search,Central,2.283333333333333,0
S05010,6,6,2,1,Mobile,Direct,West,3.816666666666667,0
S05011,3,3,1,1,Desktop,Email,Central,4.183333333333334,0
S05012,2,2,1,1,Mobile,Paid Search,West,2.966666666666667,0
S05013,2,2,1,1,Mobile,Referral,West,2.3833333333333333,0
S05014,3,3,2,1,Mobile,Direct,North,3.85,0
S05015,2,2,2,1,Desktop,Social,South,2.85,0
S05016,3,3,2,1,Desktop,Referral,Central,4.383333333333334,1
S05017,1,1,1,1,Desktop,Paid Search,South,0.0,0
S05018,3,3,1,1,Desktop,Referral,North,4.133333333333334,0
S05019,3,3,1,1,Mobile,Direct,West,2.5,0
S05020,3,3,1,1,Mobile,Referral,West,1.6833333333333333,0
S05021,2,2,1,1,Mobile,Paid Search,South,1.5166666666666666,0
S05022,3,3,1,1,Mobile,Organic Search,South,2.2666666666666666,0
S05023,2,2,1,1,Tablet,Referral,East,2.8666666666666667,0
S05024,3,3,2,1,Mobile,Email,North,4.833333333333333,0
S05025,3,3,1,1,Tablet,Email,West,4.1,0
S05026,4,4,2,1,Mobile,Paid Search,South,2.9,0
S05027,2,2,1,1,Desktop,Organic Search,Central,2.8666666666666667,0
S05028,3,3,2,1,Desktop,Email,Central,4.45,0
S05029,2,2,1,1,Mobile,Social,West,1.7333333333333334,0
S05030,3,3,1,1,Desktop,Organic Search,South,4.833333333333333,0
S05031,2,2,1,1,Desktop,Direct,East,1.7666666666666666,0
S05032,3,3,2,1,Mobile,Organic Search,East,2.45,0
S05033,3,3,2,1,Mobile,Direct,South,2.3666666666666667,0
S05034,3,3,1,1,Mobile,Social,Central,3.216666666666667,0
S05035,4,3,1,2,Desktop,Social,East,3.7,0
S05036,2,2,1,1,Mobile,Referral,Central,2.0166666666666666,0
S05037,3,3,2,1,Mobile,Paid Search,North,2.0166666666666666,0
S05038,1,1,1,1,Tablet,Direct,North,0.0,0
S05039,3,3,1,1,Mobile,Referral,Central,3.7666666666666666,0
S05040,2,2,1,1,Tablet,Social,East,2.2333333333333334,0
S05041,1,1,1,1,Mobile,Paid Search,East,0.0,0
S05042,1,1,1,1,Mobile,Paid Search,East,0.0,0
S05043,4,4,2,1,Desktop,Referral,South,3.5166666666666666,0
S05044,3,3,2,1,Mobile,Social,West,1.3833333333333333,0
S05045,3,3,2,1,Mobile,Direct,North,2.8333333333333335,0
S05046,2,2,1,1,Mobile,Social,East,1.7666666666666666,0
S05047,5,5,3,1,Mobile,Organic Search,East,3.9,0
S05048,2,2,1,1,Mobile,Direct,Central,2.3833333333333333,0
S05049,2,2,1,1,Desktop,Direct,East,2.7333333333333334,0
S05050,1,1,1,1,Mobile,Organic Search,North,0.0,0
S05051,1,1,1,1,Desktop,Organic Search,East,0.0,0
S05052,2,2,2,1,Mobile,Organic Search,North,0.3333333333333333,0
S05053,3,3,2,1,Desktop,Paid Search,South,3.3333333333333335,0
S05054,3,3,1,1,Desktop,Social,North,2.716666666666667,0
S05055,1,1,1,1,Mobile,Referral,East,0.0,0
S05056,3,3,1,1,Mobile,Direct,North,3.6,0
S05057,4,3,1,2,Mobile,Paid Search,East,4.85,0
S05058,4,4,1,1,Desktop,Referral,Central,3.75,0
S05059,4,4,1,1,Mobile,Organic Search,West,3.9166666666666665,0
S05060,2,2,1,1,Desktop,Social,North,0.7666666666666667,0
S05061,2,2,2,1,Tablet,Social,South,0.95,0
S05062,3,3,1,1,Tablet,Organic Search,West,4.916666666666667,0
S05063,3,3,1,1,Mobile,Social,Central,3.6666666666666665,0
S05064,2,2,1,1,Desktop,Social,North,2.966666666666667,0
S05065,5,5,3,1,Mobile,Organic Search,Central,4.966666666666667,0
S05066,1,1,1,1,Desktop,Organic Search,East,0.0,0
S05067,2,2,2,1,Mobile,Organic Search,East,0.7166666666666667,0
S05068,4,4,2,1,Desktop,Direct,Central,4.083333333333333,0
S05069,2,2,1,1,Tablet,Email,West,2.6333333333333333,0
S05070,3,3,2,1,Desktop,Paid Search,Central,3.6666666666666665,0
S05071,3,2,1,2,Mobile,Direct,South,2.466666666666667,1
S05072,2,2,1,1,Mobile,Referral,East,1.4,0
S05073,4,3,1,2,Mobile,Direct,West,4.683333333333334,0
S05074,1,1,1,1,Desktop,Organic Search,South,0.0,0
S05075,4,4,2,1,Tablet,Direct,East,3.3,1
S05076,2,2,1,1,Mobile,Paid Search,South,0.6,0
S05077,4,4,2,1,Mobile,Direct,North,3.966666666666667,0
S05078,2,2,2,1,Desktop,Direct,South,2.6333333333333333,1
S05079,2,2,1,1,Mobile,Organic Search,West,2.783333333333333,0
S05080,2,2,1,1,Mobile,Social,Central,2.966666666666667,0
S05081,2,2,2,1,Desktop,Referral,East,2.6666666666666665,0
S05082,2,2,1,1,Desktop,Direct,West,0.6166666666666667,0
S05083,3,3,2,1,Mobile,Direct,North,4.85,0
S05084,4,4,2,1,Desktop,Paid Search,Central,4.483333333333333,0
S05085,1,1,1,1,Desktop,Social,East,0.0,0
S05086,4,3,2,2,Mobile,Direct,West,5.0,0
S05087,3,3,1,1,Mobile,Referral,West,4.133333333333334,0
S05088,1,1,1,1,Desktop,Paid Search,South,0.0,0
S05089,4,4,3,1,Mobile,Email,East,4.066666666666666,0
S05090,3,2,1,2,Desktop,Paid Search,Central,4.266666666666667,0
S05091,2,2,1,1,Desktop,Referral,North,2.95,0
S05092,3,3,1,1,Desktop,Social,West,4.25,0
S05093,3,3,1,1,Mobile,Organic Search,Central,4.983333333333333,0
S05094,3,3,1,1,Desktop,Direct,South,3.05,0
S05095,3,2,1,2,Desktop,Email,Central,4.166666666666667,0
S05096,3,3,2,1,Mobile,Direct,Central,3.033333333333333,0
S05097,4,4,2,1,Mobile,Paid Search,West,4.683333333333334,0
S05098,2,2,1,1,Desktop,Social,South,2.8666666666666667,0
S05099,1,1,1,1,Mobile,Social,South,0.0,0
S05100,3,3,2,1,Desktop,Referral,North,2.966666666666667,0
S05101,3,3,2,1,Mobile,Direct,Central,4.016666666666667,0
S05102,4,4,2,1,Mobile,Social,Central,4.9,0
S05103,3,3,2,1,Mobile,Social,West,4.533333333333333,0
S05104,2,1,1,2,Desktop,Direct,South,3.283333333333333,1
S05105,3,3,3,1,Desktop,Social,North,4.133333333333334,0
S05106,3,3,2,1,Desktop,Organic Search,West,1.7333333333333334,0
S05107,2,2,1,1,Mobile,Social,West,0.65,0
S05108,2,2,1,1,Desktop,Paid Search,Central,2.2333333333333334,0
S05109,4,4,1,1,Mobile,Direct,West,3.1666666666666665,0
S05110,1,1,1,1,Tablet,Paid Search,Central,0.0,0
S05111,4,4,1,1,Tablet,Paid Search,West,4.866666666666666,0
S05112,1,1,1,1,Mobile,Organic Search,West,0.0,0
S05113,3,3,1,1,Mobile,Organic Search,East,1.9,0
S05114,3,3,2,1,Mobile,Email,Central,3.1,0
S05115,3,3,2,1,Desktop,Paid Search,West,5.0,0
S05116,3,3,2,1,Mobile,Social,South,4.233333333333333,0
S05117,3,3,1,1,Mobile,Referral,North,4.8,0
S05118,4,4,1,1,Mobile,Email,South,4.416666666666667,0
S05119,2,2,1,1,Mobile,Social,East,2.65,0
S05120,3,3,3,1,Desktop,Email,South,4.683333333333334,1
S05121,1,1,1,1,Desktop,Social,South,0.0,0
S05122,3,3,2,1,Tablet,Organic Search,East,2.683333333333333,0
S05123,3,2,1,2,Desktop,Direct,North,2.933333333333333,0
S05124,3,3,1,1,Mobile,Paid Search,Central,3.35,0
S05125,3,3,1,1,Tablet,Organic Search,East,4.95,0
S05126,3,2,2,2,Mobile,Social,East,4.066666666666666,0
S05127,3,3,2,1,Mobile,Social,North,2.5,0
S05128,3,3,2,1,Desktop,Direct,South,3.2666666666666666,0
S05129,3,3,1,1,Desktop,Email,East,3.95,1
S05130,4,4,1,1,Mobile,Social,Central,4.2,0
S05131,3,3,1,1,Mobile,Social,West,1.5166666666666666,0
S05132,2,2,1,1,Mobile,Direct,South,2.75,0
S05133,3,2,1,2,Desktop,Direct,West,4.15,0
S05134,1,1,1,1,Desktop,Paid Search,South,0.0,0
S05135,3,3,2,1,Tablet,Paid Search,Central,4.4,0
S05136,2,2,1,1,Mobile,Organic Search,Central,1.2,0
S05137,3,3,1,1,Mobile,Direct,East,4.05,0
S05138,3,2,1,2,Desktop,Referral,West,3.9166666666666665,0
S05139,3,3,1,1,Mobile,Paid Search,Central,3.183333333333333,0
S05140,3,3,1,1,Tablet,Referral,West,3.433333333333333,1
S05141,3,3,1,1,Mobile,Social,West,2.9166666666666665,0
S05142,2,1,1,2,Desktop,Referral,Central,1.65,0
S05143,4,4,3,1,Mobile,Organic Search,East,3.5833333333333335,1
S05144,3,3,1,1,Mobile,Social,West,3.966666666666667,0
S05145,3,3,1,1,Mobile,Organic Search,Central,2.1333333333333333,0
S05146,3,2,2,2,Mobile,Paid Search,West,2.3833333333333333,0
S05147,4,4,1,1,Mobile,Email,West,4.55,0
S05148,4,4,1,1,Tablet,Direct,South,4.666666666666667,0
S05149,3,3,1,1,Mobile,Social,South,2.716666666666667,1
S05150,3,3,2,1,Desktop,Social,North,4.55,0
S05151,5,4,2,2,Desktop,Organic Search,East,4.416666666666667,0
S05152,3,3,2,1,Desktop,Paid Search,East,5.0,0
S05153,2,2,2,1,Tablet,Direct,Central,0.9666666666666667,0
S05154,3,3,1,1,Mobile,Direct,West,4.083333333333333,0
S05155,3,3,1,1,Mobile,Social,West,4.633333333333334,0
S05156,1,1,1,1,Desktop,Direct,South,0.0,0
S05157,2,2,1,1,Desktop,Referral,Central,2.9,0
S05158,4,4,2,1,Mobile,Organic Search,West,3.5166666666666666,0
S05159,1,1,1,1,Mobile,Paid Search,West,0.0,0
S05160,3,3,1,1,Desktop,Paid Search,South,4.083333333333333,0
S05161,4,4,2,1,Mobile,Direct,East,2.7,0
S05162,5,4,1,2,Desktop,Direct,West,4.75,1
S05163,2,2,1,1,Desktop,Social,East,2.2333333333333334,0
S05164,2,2,1,1,Mobile,Social,Central,0.8166666666666667,0
S05165,3,3,2,1,Desktop,Direct,Central,3.216666666666667,0
S05166,3,3,1,1,Tablet,Paid Search,Central,2.35,0
S05167,2,2,1,1,Desktop,Organic Search,West,2.1666666666666665,0
S05168,4,4,1,1,Desktop,Organic Search,Central,4.116666666666666,0
S05169,4,4,1,1,Desktop,Email,Central,4.916666666666667,0
S05170,4,4,1,1,Mobile,Organic Search,South,3.0,0
S05171,2,2,1,1,Mobile,Social,East,2.433333333333333,0
S05172,3,3,1,1,Mobile,Social,South,3.5833333333333335,0
S05173,4,4,1,1,Desktop,Referral,North,4.333333333333333,0
S05174,5,4,2,2,Desktop,Paid Search,North,4.516666666666667,1
S05175,3,3,3,1,Mobile,Referral,North,4.95,0
S05176,3,3,1,1,Mobile,Paid Search,West,3.55,0
S05177,4,4,2,1,Tablet,Paid Search,East,4.6,1
S05178,4,4,2,1,Desktop,Referral,South,4.616666666666666,0
S05179,3,3,2,1,Mobile,Paid Search,West,1.0833333333333333,0
S05180,2,2,1,1,Tablet,Organic Search,Central,1.35,0
S05181,3,3,1,1,Mobile,Social,Central,3.933333333333333,0
S05182,1,1,1,1,Mobile,Referral,West,0.0,0
S05183,3,3,2,1,Desktop,Social,East,3.55,0
S05184,2,2,2,1,Tablet,Paid Search,South,0.5833333333333334,0
S05185,2,2,1,1,Mobile,Paid Search,South,2.216666666666667,0
S05186,3,3,2,1,Tablet,Referral,South,4.316666666666666,0
S05187,2,2,1,1,Mobile,Organic Search,East,0.48333333333333334,0
S05188,2,2,1,1,Mobile,Paid Search,Central,2.35,0
S05189,3,3,1,1,Tablet,Direct,North,3.316666666666667,1
S05190,2,1,1,2,Desktop,Paid Search,North,3.6333333333333333,0
S05191,2,2,2,1,Desktop,Paid Search,North,0.6166666666666667,0
S05192,2,2,1,1,Mobile,Organic Search,West,1.1666666666666667,0
S05193,3,3,1,1,Mobile,Organic Search,South,3.75,0
S05194,4,4,1,1,Tablet,Paid Search,East,3.566666666666667,1
S05195,3,3,2,1,Desktop,Organic Search,North,3.033333333333333,0
S05196,4,3,1,2,Mobile,Direct,East,3.716666666666667,0
S05197,2,2,1,1,Mobile,Social,North,2.55,0
S05198,2,1,1,2,Desktop,Direct,East,1.95,0
S05199,3,3,1,1,Mobile,Email,North,1.8666666666666667,0
S05200,3,2,2,2,Desktop,Referral,West,1.8333333333333333,1
S05201,4,4,1,1,Desktop,Organic Search,East,3.716666666666667,0
S05202,2,2,1,1,Tablet,Direct,West,2.7666666666666666,1
S05203,4,3,1,2,Mobile,Paid Search,East,4.733333333333333,1
S05204,3,3,1,1,Mobile,Social,South,4.65,0
S05205,2,2,2,1,Tablet,Referral,North,1.5666666666666667,0
S05206,3,3,1,1,Mobile,Referral,East,3.216666666666667,0
S05207,2,1,1,2,Mobile,Social,East,1.1333333333333333,0
S05208,2,2,1,1,Mobile,Organic Search,East,1.1,0
S05209,3,3,2,1,Mobile,Organic Search,West,3.3833333333333333,0
S05210,3,3,2,1,Desktop,Direct,Central,3.816666666666667,0
S05211,4,4,2,1,Tablet,Organic Search,West,4.966666666666667,0
S05212,2,2,1,1,Desktop,Social,North,2.566666666666667,0
S05213,4,4,2,1,Desktop,Paid Search,West,4.366666666666666,0
S05214,4,4,1,1,Mobile,Organic Search,North,4.183333333333334,0
S05215,3,3,2,1,Mobile,Social,West,2.5,0
S05216,3,3,2,1,Mobile,Organic Search,South,4.733333333333333,0
S05217,3,3,2,1,Mobile,Email,North,1.4166666666666667,0
S05218,3,3,1,1,Mobile,Paid Search,Central,4.633333333333334,0
S05219,4,4,2,1,Desktop,Direct,West,3.7333333333333334,0
S05220,2,2,1,1,Desktop,Email,South,2.55,0
S05221,3,3,1,1,Desktop,Organic Search,North,1.8333333333333333,0
S05222,2,2,1,1,Mobile,Direct,East,2.816666666666667,0
S05223,1,1,1,1,Desktop,Social,Central,0.0,0
S05224,2,2,2,1,Desktop,Referral,East,0.95,0
S05225,3,2,2,2,Mobile,Direct,Central,3.183333333333333,1
S05226,3,3,3,1,Desktop,Direct,North,4.45,1
S05227,2,2,2,1,Mobile,Paid Search,East,1.3666666666666667,0
S05228,6,5,2,2,Tablet,Referral,West,4.766666666666667,0
S05229,3,2,1,2,Desktop,Direct,East,4.783333333333333,0
S05230,2,2,1,1,Mobile,Email,North,2.533333333333333,0
S05231,1,1,1,1,Mobile,Social,East,0.0,0
S05232,1,1,1,1,Mobile,Paid Search,West,0.0,0
S05233,3,3,1,1,Mobile,Organic Search,West,3.6666666666666665,0
S05234,4,4,1,1,Mobile,Paid Search,West,4.333333333333333,0
S05235,3,2,1,2,Mobile,Organic Search,West,1.2,0
S05236,3,3,2,1,Desktop,Email,West,4.15,0
S05237,3,3,2,1,Mobile,Email,South,3.2,0
S05238,3,3,1,1,Mobile,Social,East,4.383333333333334,0
S05239,3,3,2,1,Desktop,Email,West,3.566666666666667,0
S05240,3,3,2,1,Mobile,Direct,Central,3.033333333333333,0
S05241,3,3,1,1,Tablet,Organic Search,North,3.433333333333333,0
S05242,4,4,1,1,Mobile,Social,East,3.816666666666667,0
S05243,2,2,2,1,Mobile,Organic Search,South,2.2333333333333334,0
S05244,3,3,1,1,Tablet,Direct,South,3.216666666666667,0
S05245,2,2,1,1,Mobile,Organic Search,East,1.8166666666666667,0
S05246,3,3,2,1,Mobile,Social,West,4.516666666666667,0
S05247,3,3,2,1,Mobile,Email,North,4.083333333333333,0
S05248,3,3,2,1,Mobile,Direct,West,3.65,1
S05249,3,3,1,1,Mobile,Direct,Central,2.9833333333333334,0
S05250,2,2,2,1,Mobile,Social,Central,2.033333333333333,0
S05251,1,1,1,1,Mobile,Paid Search,North,0.0,0
S05252,3,3,1,1,Tablet,Social,East,1.5666666666666667,0
S05253,2,2,1,1,Mobile,Referral,East,0.4666666666666667,0
S05254,5,5,1,1,Desktop,Referral,South,3.9166666666666665,0
S05255,4,4,2,1,Mobile,Direct,East,4.816666666666666,0
S05256,4,4,2,1,Mobile,Referral,West,4.5,1
S05257,3,3,1,1,Desktop,Organic Search,North,3.1166666666666667,0
S05258,4,4,1,1,Mobile,Direct,Central,4.833333333333333,0
S05259,3,3,1,1,Mobile,Referral,Central,2.7,0
S05260,3,3,2,1,Mobile,Direct,West,3.25,0
S05261,3,3,1,1,Desktop,Direct,West,4.816666666666666,0
S05262,3,3,1,1,Mobile,Direct,South,1.3,0
S05263,1,1,1,1,Mobile,Paid Search,West,0.0,0
S05264,3,3,1,1,Desktop,Email,South,4.633333333333334,1
S05265,2,2,1,1,Tablet,Social,Central,0.55,0
S05266,2,2,1,1,Mobile,Referral,North,1.8166666666666667,0
S05267,3,3,1,1,Desktop,Paid Search,South,3.8666666666666667,1
S05268,3,3,1,1,Mobile,Organic Search,East,4.8,1
S05269,2,2,1,1,Mobile,Referral,South,0.8333333333333334,0
S05270,3,3,1,1,Desktop,Direct,East,2.4,0
S05271,2,2,1,1,Desktop,Organic Search,East,2.9166666666666665,0
S05272,2,2,1,1,Desktop,Organic Search,Central,0.35,0
S05273,5,4,1,2,Desktop,Paid Search,East,4.95,0
S05274,3,3,1,1,Mobile,Organic Search,South,2.1166666666666667,0
S05275,2,2,1,1,Mobile,Organic Search,South,2.966666666666667,0
S05276,3,3,2,1,Desktop,Direct,East,3.8,0
S05277,4,3,1,2,Desktop,Direct,East,3.75,1
S05278,3,1,1,3,Desktop,Paid Search,West,3.65,0
S05279,5,5,2,1,Tablet,Social,North,4.916666666666667,0
S05280,2,1,1,2,Desktop,Social,South,3.283333333333333,0
S05281,1,1,1,1,Tablet,Direct,South,0.0,0
S05282,3,3,1,1,Mobile,Organic Search,South,4.05,0
S05283,4,4,2,1,Desktop,Referral,South,3.8666666666666667,0
S05284,4,4,3,1,Tablet,Organic Search,West,4.116666666666666,1
S05285,3,3,1,1,Mobile,Social,South,2.2,0
S05286,2,2,2,1,Mobile,Organic Search,East,2.2333333333333334,0
S05287,4,4,2,1,Tablet,Referral,West,3.966666666666667,0
S05288,3,3,2,1,Desktop,Direct,South,4.766666666666667,0
S05289,3,3,2,1,Desktop,Email,West,4.033333333333333,0
S05290,3,3,2,1,Mobile,Paid Search,East,3.0166666666666666,0
S05291,4,4,2,1,Desktop,Paid Search,East,3.2,0
S05292,3,3,1,1,Desktop,Direct,Central,3.8,0
S05293,5,4,1,2,Desktop,Paid Search,South,4.483333333333333,0
S05294,2,2,2,1,Desktop,Social,Central,1.6666666666666667,0
S05295,4,4,3,1,Mobile,Organic Search,East,3.7,0
S05296,3,3,2,1,Desktop,Organic Search,West,4.05,0
S05297,2,2,1,1,Mobile,Email,Central,2.5166666666666666,0
S05298,2,2,1,1,Mobile,Organic Search,Central,2.033333333333333,0
S05299,3,3,2,1,Mobile,Paid Search,West,4.116666666666666,0
S05300,2,2,1,1,Desktop,Organic Search,West,2.6333333333333333,0
S05301,5,4,2,2,Mobile,Email,East,4.616666666666666,0
S05302,3,3,1,1,Desktop,Organic Search,East,3.1166666666666667,0
S05303,4,4,1,1,Mobile,Paid Search,North,2.6166666666666667,0
S05304,1,1,1,1,Tablet,Organic Search,North,0.0,0
S05305,3,3,1,1,Mobile,Organic Search,Central,3.1166666666666667,0
S05306,2,2,2,1,Mobile,Organic Search,North,2.183333333333333,0
S05307,3,3,2,1,Mobile,Referral,North,2.783333333333333,0
S05308,3,3,1,1,Mobile,Organic Search,West,3.033333333333333,0
S05309,3,3,2,1,Tablet,Paid Search,North,3.85,0
S05310,2,2,2,1,Tablet,Organic Search,South,1.75,0
S05311,3,3,1,1,Desktop,Organic Search,East,4.466666666666667,0
S05312,3,3,1,1,Mobile,Email,East,3.15,1
S05313,3,3,1,1,Tablet,Email,West,3.783333333333333,0
S05314,3,3,2,1,Tablet,Referral,East,3.9833333333333334,1
S05315,2,2,1,1,Mobile,Referral,East,1.7666666666666666,0
S05316,3,3,1,1,Mobile,Social,West,4.083333333333333,0
S05317,3,3,1,1,Desktop,Paid Search,East,3.3833333333333333,0
S05318,3,3,2,1,Tablet,Email,West,4.266666666666667,0
S05319,3,3,1,1,Desktop,Direct,Central,3.1,0
S05320,4,4,2,1,Mobile,Referral,East,2.683333333333333,0
S05321,2,2,2,1,Desktop,Paid Search,South,0.6833333333333333,0
S05322,2,2,2,1,Desktop,Paid Search,North,1.95,0
S05323,4,3,1,2,Mobile,Organic Search,West,2.05,0
S05324,2,2,1,1,Tablet,Organic Search,North,1.9833333333333334,0
S05325,4,4,1,1,Desktop,Referral,East,4.783333333333333,0
S05326,4,4,1,1,Mobile,Direct,Central,4.616666666666666,1
S05327,3,3,2,1,Desktop,Email,East,4.366666666666666,0
S05328,2,1,1,2,Desktop,Organic Search,South,1.0166666666666666,0
S05329,2,2,1,1,Mobile,Social,West,1.75,0
S05330,3,3,2,1,Mobile,Organic Search,South,2.0833333333333335,0
S05331,3,3,1,1,Desktop,Social,West,3.05,0
S05332,2,2,1,1,Desktop,Organic Search,West,0.7333333333333333,0
S05333,3,3,1,1,Desktop,Referral,North,3.566666666666667,1
S05334,1,1,1,1,Desktop,Social,Central,0.0,0
S05335,4,4,1,1,Tablet,Organic Search,South,3.8333333333333335,0
S05336,3,3,1,1,Tablet,Paid Search,Central,4.15,0
S05337,2,2,1,1,Desktop,Direct,North,2.783333333333333,0
S05338,3,3,1,1,Mobile,Organic Search,South,4.016666666666667,0
S05339,1,1,1,1,Tablet,Social,North,0.0,0
S05340,4,4,3,1,Desktop,Direct,North,3.566666666666667,1
S05341,3,3,1,1,Mobile,Direct,West,2.933333333333333,0
S05342,2,2,1,1,Tablet,Organic Search,West,1.5833333333333333,0
S05343,4,4,2,1,Desktop,Direct,West,4.483333333333333,1
S05344,2,2,2,1,Desktop,Social,South,2.283333333333333,0
S05345,4,4,1,1,Tablet,Direct,East,3.6666666666666665,0
S05346,4,4,1,1,Mobile,Referral,West,4.033333333333333,0
S05347,1,1,1,1,Desktop,Referral,East,0.0,0
S05348,3,3,1,1,Desktop,Organic Search,West,4.2,1
S05349,2,2,2,1,Mobile,Organic Search,West,2.933333333333333,0
S05350,4,4,3,1,Mobile,Social,North,3.55,0
S05351,1,1,1,1,Mobile,Direct,West,0.0,0
S05352,3,3,2,1,Tablet,Organic Search,West,3.6666666666666665,0
S05353,4,4,1,1,Desktop,Direct,West,4.25,1
S05354,4,4,2,1,Mobile,Paid Search,North,4.566666666666666,0
S05355,3,3,1,1,Mobile,Social,South,4.8,0
S05356,3,3,1,1,Mobile,Organic Search,South,3.9166666666666665,0
S05357,3,3,2,1,Desktop,Organic Search,South,4.533333333333333,0
S05358,3,3,2,1,Tablet,Referral,South,3.2666666666666666,0
S05359,4,4,3,1,Mobile,Social,Central,4.716666666666667,0
S05360,2,2,2,1,Mobile,Paid Search,West,1.7833333333333334,0
S05361,3,3,1,1,Mobile,Social,East,3.6166666666666667,0
S05362,4,4,3,1,Desktop,Direct,South,4.216666666666667,0
S05363,3,3,1,1,Mobile,Social,Central,2.6166666666666667,0
S05364,2,2,1,1,Mobile,Direct,North,2.2333333333333334,0
S05365,3,3,1,1,Mobile,Organic Search,West,3.1,0
S05366,4,4,1,1,Tablet,Social,Central,3.433333333333333,1
S05367,4,4,1,1,Mobile,Direct,West,4.75,0
S05368,1,1,1,1,Mobile,Referral,Central,0.0,0
S05369,3,3,1,1,Mobile,Direct,West,5.0,0
S05370,3,2,1,2,Desktop,Referral,South,3.5,0
S05371,2,2,1,1,Mobile,Referral,South,0.48333333333333334,0
S05372,4,4,3,1,Desktop,Organic Search,South,3.9833333333333334,0
S05373,4,4,2,1,Mobile,Social,North,4.116666666666666,0
S05374,4,4,2,1,Mobile,Email,West,4.45,1
S05375,3,3,2,1,Mobile,Referral,South,3.1666666666666665,0
S05376,6,5,1,2,Mobile,Email,Central,4.666666666666667,0
S05377,3,3,1,1,Mobile,Social,South,4.883333333333334,0
S05378,3,3,1,1,Desktop,Email,East,3.433333333333333,0
S05379,2,2,2,1,Mobile,Organic Search,Central,2.4833333333333334,0
S05380,1,1,1,1,Desktop,Organic Search,South,0.0,0
S05381,5,5,3,1,Desktop,Direct,West,4.75,0
S05382,3,3,1,1,Mobile,Social,West,1.85,0
S05383,3,3,1,1,Desktop,Paid Search,South,2.816666666666667,0
S05384,3,3,1,1,Desktop,Paid Search,East,4.816666666666666,0
S05385,4,4,1,1,Mobile,Direct,South,3.6333333333333333,1
S05386,2,2,2,1,Mobile,Email,West,0.48333333333333334,0
